aprueba,created_at
TRUE,1:08:54 PM
FALSE,12:29:25 PM
FALSE,6:46:56 PM
FALSE,9:36:31 PM
TRUE,9:43:51 PM
TRUE,9:50:32 PM
TRUE,3:14:40 AM
FALSE,12:54:56 AM
FALSE,11:10:54 AM
TRUE,9:36:24 AM
TRUE,3:10:16 PM
FALSE,8:27:02 PM
TRUE,5:38:51 PM
TRUE,12:15:37 AM
TRUE,4:52:15 PM
TRUE,7:03:47 PM
FALSE,5:48:50 PM
FALSE,9:59:12 PM
TRUE,5:32:04 PM
TRUE,8:54:34 PM
TRUE,12:18:06 PM
FALSE,1:51:26 PM
TRUE,10:45:28 PM
TRUE,1:50:08 PM
TRUE,6:49:50 PM
TRUE,1:40:57 PM
TRUE,6:58:13 PM
FALSE,6:59:15 PM
TRUE,9:24:22 AM
TRUE,9:46:11 AM
FALSE,11:56:13 AM
TRUE,9:40:44 PM
TRUE,9:16:25 PM
TRUE,9:14:22 PM
TRUE,4:53:00 PM
FALSE,6:13:43 PM
TRUE,10:36:59 AM
TRUE,8:34:13 PM
TRUE,8:13:25 AM
TRUE,7:07:22 PM
TRUE,4:44:17 PM
TRUE,5:11:35 PM
TRUE,5:56:41 PM
TRUE,1:16:55 PM
FALSE,4:00:42 PM
TRUE,2:08:14 PM
FALSE,10:48:36 AM
TRUE,8:01:11 PM
TRUE,9:39:05 PM
TRUE,5:58:24 PM
TRUE,5:59:44 PM
TRUE,2:22:07 PM
TRUE,3:09:50 PM
FALSE,7:55:42 PM
TRUE,8:34:18 AM
TRUE,2:39:24 PM
TRUE,9:11:10 PM
FALSE,12:21:50 AM
TRUE,10:07:55 PM
FALSE,10:24:18 PM
FALSE,10:26:04 PM
FALSE,10:29:41 PM
TRUE,10:48:40 PM
FALSE,10:51:22 PM
TRUE,7:14:34 AM
TRUE,7:24:58 AM
TRUE,9:06:57 AM
TRUE,10:33:01 AM
FALSE,10:34:23 AM
TRUE,12:04:36 PM
TRUE,10:37:44 AM
TRUE,7:47:39 PM
FALSE,10:34:57 PM
TRUE,10:38:40 PM
TRUE,11:13:39 AM
TRUE,3:28:43 PM
TRUE,11:25:20 AM
TRUE,12:26:22 PM
TRUE,3:11:09 PM
TRUE,4:13:41 PM
FALSE,7:13:53 PM
TRUE,8:31:53 PM
TRUE,2:49:51 PM
TRUE,4:04:31 PM
TRUE,10:05:16 PM
TRUE,1:01:33 AM
FALSE,8:50:43 PM
FALSE,1:07:39 AM
TRUE,1:34:55 AM
TRUE,2:55:16 PM
TRUE,8:40:30 AM
TRUE,4:34:16 PM
TRUE,11:06:51 PM
TRUE,11:38:18 PM
TRUE,2:28:23 PM
TRUE,3:04:07 PM
FALSE,3:16:49 PM
FALSE,3:35:09 PM
TRUE,10:40:22 AM
TRUE,1:59:25 PM
FALSE,1:29:27 PM
TRUE,1:46:57 PM
TRUE,3:40:15 PM
TRUE,3:41:29 PM
FALSE,2:19:42 PM
TRUE,2:31:51 PM
FALSE,7:45:00 PM
TRUE,3:27:07 PM
TRUE,4:31:43 PM
FALSE,3:43:41 PM
FALSE,4:36:57 PM
TRUE,4:44:01 PM
TRUE,4:54:33 PM
FALSE,4:57:16 PM
TRUE,5:50:41 PM
TRUE,4:46:25 PM
TRUE,6:20:29 PM
TRUE,7:04:26 PM
TRUE,8:24:02 PM
TRUE,8:55:03 PM
TRUE,11:12:28 PM
TRUE,11:17:08 PM
FALSE,12:13:00 PM
FALSE,12:56:23 PM
TRUE,1:42:03 PM
FALSE,6:59:01 PM
TRUE,9:21:16 PM
TRUE,9:04:09 AM
TRUE,1:31:50 PM
FALSE,7:17:20 PM
TRUE,12:14:04 AM
TRUE,12:18:31 AM
TRUE,1:22:13 PM
TRUE,2:49:42 PM
TRUE,3:06:46 PM
TRUE,3:47:30 PM
FALSE,5:06:50 PM
TRUE,5:40:41 PM
TRUE,5:47:19 PM
TRUE,6:31:53 PM
TRUE,2:53:38 PM
TRUE,6:48:11 PM
TRUE,12:10:36 PM
TRUE,3:51:20 PM
TRUE,3:56:02 PM
TRUE,4:07:29 PM
TRUE,5:04:44 PM
TRUE,5:36:07 PM
FALSE,5:47:42 PM
FALSE,6:29:50 PM
TRUE,6:51:07 PM
TRUE,6:32:13 PM
TRUE,6:46:54 PM
TRUE,9:30:25 PM
TRUE,4:37:42 PM
FALSE,7:13:50 PM
TRUE,7:20:20 PM
FALSE,7:39:39 PM
TRUE,8:44:49 PM
TRUE,9:11:37 PM
TRUE,2:57:49 PM
TRUE,4:19:52 AM
TRUE,6:20:57 PM
FALSE,3:18:50 PM
FALSE,1:46:07 AM
TRUE,11:51:39 AM
TRUE,11:54:41 AM
TRUE,12:12:33 PM
TRUE,11:22:34 AM
TRUE,6:42:27 AM
TRUE,4:25:09 PM
TRUE,4:59:35 PM
FALSE,5:01:09 PM
TRUE,5:20:02 PM
FALSE,5:26:16 PM
TRUE,5:29:05 PM
TRUE,5:30:16 PM
FALSE,8:16:52 PM
TRUE,11:11:10 PM
FALSE,12:31:25 PM
TRUE,9:26:29 AM
TRUE,12:19:25 PM
FALSE,12:37:49 PM
FALSE,12:42:16 PM
TRUE,1:04:38 PM
TRUE,8:19:20 PM
TRUE,2:38:02 PM
TRUE,2:41:22 PM
FALSE,2:45:39 PM
TRUE,2:03:04 PM
TRUE,5:46:33 PM
TRUE,3:32:46 PM
TRUE,3:41:59 PM
TRUE,2:09:50 PM
TRUE,10:25:25 PM
TRUE,8:39:10 AM
TRUE,9:17:29 AM
FALSE,11:43:48 AM
TRUE,6:58:08 PM
FALSE,7:49:20 PM
TRUE,7:55:50 PM
TRUE,10:41:03 PM
TRUE,8:04:11 PM
TRUE,8:47:52 PM
TRUE,9:00:07 PM
TRUE,9:05:36 PM
TRUE,9:13:46 PM
TRUE,9:15:30 PM
FALSE,9:19:47 PM
TRUE,10:57:14 PM
TRUE,12:58:58 PM
TRUE,1:26:13 PM
TRUE,12:56:46 PM
TRUE,1:11:39 PM
TRUE,1:32:43 PM
TRUE,1:37:31 PM
TRUE,1:42:06 PM
FALSE,1:43:16 PM
TRUE,1:54:55 PM
FALSE,1:56:11 PM
TRUE,1:56:18 PM
TRUE,2:04:48 PM
TRUE,2:07:37 PM
FALSE,2:16:08 PM
TRUE,2:19:37 PM
TRUE,2:20:25 PM
FALSE,2:29:30 PM
TRUE,2:55:28 PM
TRUE,2:59:11 PM
TRUE,3:15:10 PM
FALSE,4:50:39 PM
FALSE,6:05:05 PM
TRUE,7:12:28 PM
FALSE,8:20:37 PM
TRUE,8:29:18 PM
TRUE,8:35:47 PM
TRUE,12:34:44 AM
TRUE,8:17:04 PM
TRUE,12:56:56 AM
FALSE,3:18:51 PM
TRUE,8:03:09 PM
TRUE,12:08:25 PM
TRUE,12:51:44 PM
TRUE,7:12:31 PM
FALSE,7:28:53 PM
TRUE,7:31:43 PM
TRUE,8:14:00 AM
TRUE,10:36:19 AM
TRUE,10:50:42 AM
TRUE,10:59:33 AM
TRUE,11:07:38 AM
TRUE,11:13:10 AM
TRUE,11:31:34 AM
FALSE,11:33:11 AM
TRUE,11:59:01 AM
TRUE,12:16:32 PM
TRUE,12:16:32 PM
TRUE,2:37:20 PM
TRUE,2:56:11 PM
TRUE,3:11:15 PM
FALSE,3:16:02 PM
FALSE,4:16:48 PM
TRUE,4:30:07 PM
TRUE,5:01:59 PM
TRUE,5:36:34 PM
TRUE,6:38:51 PM
TRUE,6:51:21 PM
TRUE,7:01:12 PM
FALSE,7:03:53 PM
TRUE,7:03:54 PM
TRUE,7:30:43 PM
TRUE,7:49:54 PM
TRUE,7:54:16 PM
TRUE,10:26:16 PM
TRUE,7:44:46 AM
TRUE,5:17:12 PM
FALSE,9:39:29 AM
TRUE,2:24:33 PM
TRUE,4:41:23 PM
TRUE,6:28:19 PM
FALSE,8:34:29 PM
TRUE,9:16:37 AM
TRUE,9:21:22 AM
TRUE,5:08:55 PM
TRUE,4:29:32 PM
FALSE,4:32:49 PM
FALSE,6:21:50 PM
FALSE,6:24:47 PM
TRUE,8:20:55 PM
TRUE,8:39:17 PM
TRUE,8:58:11 PM
TRUE,10:41:45 PM
TRUE,12:54:25 PM
TRUE,7:49:58 PM
TRUE,2:18:42 PM
FALSE,4:32:50 PM
TRUE,1:50:19 AM
TRUE,4:48:10 PM
FALSE,8:31:50 PM
TRUE,7:04:38 PM
TRUE,11:55:50 PM
TRUE,5:58:28 PM
TRUE,12:04:57 PM
FALSE,2:04:25 PM
FALSE,8:11:46 PM
TRUE,8:16:35 PM
FALSE,2:36:38 PM
FALSE,11:07:01 PM
TRUE,8:53:36 AM
TRUE,10:51:55 PM
TRUE,10:50:28 PM
TRUE,1:21:14 PM
TRUE,1:22:20 PM
FALSE,3:37:51 PM
TRUE,4:22:13 PM
TRUE,10:58:21 PM
TRUE,11:46:51 PM
FALSE,9:22:53 AM
FALSE,10:05:15 AM
FALSE,1:23:20 PM
TRUE,8:44:10 PM
TRUE,8:46:01 PM
TRUE,8:53:48 PM
FALSE,9:06:41 PM
FALSE,9:25:00 PM
TRUE,12:32:43 AM
TRUE,5:19:14 AM
TRUE,6:45:13 AM
FALSE,11:28:26 AM
FALSE,2:25:16 PM
TRUE,5:50:13 PM
FALSE,9:50:50 PM
TRUE,9:56:16 PM
FALSE,11:10:46 PM
TRUE,6:27:12 PM
TRUE,6:33:07 PM
TRUE,7:34:45 PM
TRUE,9:49:10 PM
TRUE,10:37:44 PM
TRUE,10:53:27 PM
TRUE,10:58:46 PM
FALSE,1:40:04 AM
TRUE,3:35:40 PM
TRUE,6:41:53 PM
TRUE,7:20:43 PM
TRUE,10:18:08 AM
TRUE,10:27:35 AM
TRUE,10:30:35 AM
TRUE,11:33:36 AM
TRUE,11:39:49 AM
FALSE,2:03:14 PM
TRUE,10:05:13 AM
TRUE,2:51:18 PM
TRUE,3:35:19 PM
FALSE,3:49:11 PM
FALSE,7:11:08 PM
FALSE,6:42:57 PM
TRUE,6:54:05 PM
FALSE,3:45:49 PM
TRUE,4:03:38 PM
TRUE,8:00:05 PM
FALSE,1:36:19 AM
TRUE,4:43:38 PM
FALSE,5:30:17 PM
TRUE,7:44:55 PM
TRUE,8:19:39 PM
TRUE,10:30:04 PM
TRUE,11:53:56 AM
TRUE,12:14:02 PM
TRUE,12:39:47 PM
TRUE,11:42:59 PM
FALSE,5:47:36 PM
TRUE,2:03:38 PM
TRUE,2:26:39 PM
FALSE,9:13:54 PM
TRUE,10:12:42 PM
TRUE,1:39:12 PM
TRUE,12:38:40 PM
FALSE,2:12:32 PM
TRUE,2:32:46 PM
FALSE,5:36:08 PM
TRUE,9:53:02 PM
TRUE,5:12:46 PM
TRUE,7:17:13 PM
TRUE,1:50:09 PM
FALSE,12:27:45 AM
FALSE,12:19:35 PM
TRUE,12:47:24 PM
TRUE,12:35:09 PM
TRUE,12:51:56 PM
TRUE,2:09:42 PM
FALSE,2:13:04 PM
FALSE,5:22:37 PM
FALSE,5:41:11 PM
TRUE,6:37:20 PM
TRUE,7:00:25 PM
FALSE,7:55:24 PM
FALSE,9:46:26 PM
FALSE,10:16:20 PM
TRUE,10:56:47 PM
FALSE,11:02:02 PM
TRUE,11:04:50 PM
TRUE,11:05:54 PM
FALSE,11:14:47 PM
FALSE,12:07:08 AM
TRUE,12:40:42 AM
TRUE,12:58:47 AM
FALSE,6:41:23 AM
TRUE,8:33:34 AM
FALSE,1:48:35 PM
TRUE,2:12:05 PM
TRUE,6:19:25 PM
FALSE,6:42:48 PM
TRUE,10:10:13 PM
TRUE,11:23:41 PM
TRUE,10:59:21 PM
TRUE,11:09:32 PM
FALSE,11:17:50 PM
FALSE,11:18:27 PM
TRUE,1:49:54 AM
TRUE,2:00:37 AM
FALSE,7:13:49 AM
TRUE,2:08:09 PM
TRUE,2:18:56 PM
TRUE,2:21:02 PM
TRUE,3:07:13 PM
FALSE,1:18:15 AM
TRUE,9:50:10 AM
TRUE,11:15:04 AM
TRUE,11:19:36 AM
TRUE,5:35:09 PM
TRUE,5:38:41 PM
TRUE,5:51:45 PM
FALSE,5:58:56 PM
TRUE,6:54:00 PM
FALSE,7:17:33 PM
FALSE,12:44:33 AM
TRUE,5:56:21 AM
TRUE,5:29:44 PM
TRUE,1:01:31 PM
FALSE,1:19:04 PM
TRUE,8:57:14 PM
TRUE,12:00:18 PM
FALSE,5:13:53 PM
TRUE,11:05:16 PM
TRUE,12:23:14 PM
TRUE,3:12:27 PM
TRUE,10:13:22 AM
TRUE,8:21:49 PM
TRUE,10:53:58 AM
TRUE,1:39:08 PM
FALSE,8:55:55 AM
TRUE,3:39:09 AM
FALSE,1:22:34 PM
TRUE,11:46:57 AM
TRUE,12:02:25 PM
TRUE,12:56:54 PM
TRUE,12:45:50 PM
FALSE,1:11:50 PM
TRUE,1:32:59 PM
TRUE,1:35:10 PM
TRUE,2:15:04 PM
TRUE,5:13:25 PM
TRUE,5:15:21 PM
TRUE,6:32:26 PM
TRUE,9:53:01 PM
TRUE,8:00:00 PM
FALSE,10:58:43 PM
FALSE,10:56:37 PM
TRUE,9:10:35 AM
TRUE,9:12:22 AM
TRUE,11:12:07 AM
TRUE,11:14:14 AM
TRUE,7:28:44 AM
TRUE,9:47:25 AM
TRUE,11:43:07 AM
TRUE,2:21:04 PM
TRUE,12:17:48 PM
TRUE,2:59:27 PM
TRUE,4:07:47 PM
TRUE,5:42:25 PM
FALSE,2:38:12 PM
FALSE,2:19:43 PM
TRUE,5:11:35 PM
TRUE,6:05:37 PM
TRUE,10:16:15 PM
TRUE,8:27:24 PM
TRUE,9:01:53 PM
TRUE,1:27:50 PM
TRUE,10:35:41 AM
TRUE,2:22:21 PM
TRUE,2:31:01 PM
TRUE,3:24:00 PM
TRUE,4:23:42 PM
TRUE,2:07:18 PM
TRUE,2:35:03 PM
FALSE,2:53:49 PM
FALSE,3:04:12 PM
TRUE,4:31:15 PM
TRUE,4:34:22 PM
TRUE,4:54:09 PM
TRUE,8:44:57 PM
TRUE,11:54:57 PM
TRUE,9:08:58 PM
TRUE,11:46:26 AM
FALSE,11:56:57 AM
TRUE,11:59:35 AM
TRUE,10:55:55 PM
TRUE,12:05:26 PM
TRUE,5:27:57 PM
TRUE,4:27:06 PM
FALSE,5:48:14 PM
FALSE,8:09:50 PM
FALSE,10:16:23 PM
TRUE,11:00:22 PM
TRUE,6:46:23 AM
TRUE,6:49:32 AM
FALSE,11:29:12 PM
TRUE,10:19:38 AM
TRUE,11:17:41 PM
TRUE,11:26:22 PM
TRUE,4:50:51 PM
TRUE,5:38:01 PM
TRUE,11:38:45 PM
TRUE,4:56:48 PM
FALSE,9:35:42 AM
TRUE,12:02:11 PM
FALSE,11:39:30 AM
TRUE,12:06:33 PM
FALSE,1:04:27 PM
FALSE,11:24:36 PM
TRUE,6:54:09 PM
FALSE,9:46:14 PM
TRUE,12:20:16 AM
TRUE,7:18:54 PM
TRUE,8:56:31 PM
TRUE,11:59:30 PM
TRUE,1:02:31 PM
TRUE,1:06:47 PM
FALSE,11:33:14 PM
TRUE,10:30:17 PM
FALSE,11:37:41 AM
FALSE,11:06:24 PM
FALSE,11:34:08 PM
FALSE,8:49:20 PM
FALSE,1:33:19 PM
TRUE,8:51:05 PM
FALSE,9:30:13 PM
TRUE,9:32:27 PM
FALSE,10:56:02 PM
TRUE,11:03:44 PM
FALSE,11:10:33 AM
FALSE,3:08:10 AM
TRUE,10:02:12 PM
TRUE,11:09:20 AM
TRUE,10:50:40 AM
TRUE,3:39:46 PM
TRUE,8:29:45 PM
FALSE,7:00:13 PM
FALSE,10:21:19 AM
TRUE,1:43:38 PM
FALSE,12:43:32 PM
TRUE,1:42:50 PM
TRUE,1:41:17 PM
TRUE,2:52:22 AM
TRUE,9:34:10 AM
TRUE,6:22:09 AM
FALSE,1:48:17 PM
TRUE,11:20:26 PM
FALSE,2:23:14 PM
TRUE,5:46:43 PM
FALSE,12:22:09 PM
TRUE,9:41:55 PM
TRUE,6:57:23 PM
FALSE,2:27:43 PM
TRUE,1:29:18 PM
TRUE,2:16:15 PM
FALSE,2:11:14 PM
TRUE,4:18:04 PM
FALSE,5:05:37 PM
TRUE,10:05:00 PM
TRUE,6:31:06 PM
TRUE,10:23:50 PM
TRUE,9:31:32 PM
TRUE,10:37:54 AM
TRUE,6:17:24 PM
TRUE,12:26:36 AM
FALSE,11:48:34 AM
FALSE,2:44:44 PM
TRUE,2:35:52 PM
TRUE,7:05:53 PM
TRUE,10:40:27 PM
TRUE,5:22:11 PM
TRUE,2:15:41 PM
TRUE,4:24:57 PM
FALSE,5:24:31 PM
TRUE,12:23:31 PM
TRUE,6:21:31 PM
TRUE,11:29:52 AM
TRUE,4:42:36 PM
TRUE,5:48:20 PM
TRUE,5:30:14 PM
TRUE,6:00:26 PM
FALSE,5:42:21 PM
TRUE,1:24:08 PM
TRUE,12:29:45 AM
FALSE,11:07:54 AM
TRUE,3:57:25 PM
TRUE,5:53:56 PM
TRUE,6:19:31 PM
TRUE,11:32:17 AM
FALSE,12:59:09 PM
FALSE,1:35:56 PM
TRUE,8:36:21 PM
TRUE,8:39:02 PM
TRUE,8:41:12 PM
TRUE,4:00:23 PM
FALSE,2:57:20 PM
FALSE,6:32:57 AM
TRUE,8:32:35 AM
FALSE,6:01:23 PM
FALSE,9:58:21 PM
TRUE,2:35:58 PM
TRUE,10:02:31 PM
TRUE,7:51:05 PM
TRUE,9:37:40 PM
TRUE,9:12:55 PM
TRUE,6:55:18 PM
FALSE,9:03:19 PM
TRUE,8:38:12 PM
TRUE,10:12:30 PM
TRUE,10:23:32 AM
TRUE,10:37:12 PM
TRUE,7:38:39 AM
TRUE,7:31:39 AM
TRUE,7:33:20 AM
TRUE,1:56:01 PM
TRUE,10:13:16 PM
FALSE,10:37:11 PM
TRUE,11:17:12 AM
FALSE,11:24:43 AM
TRUE,11:35:29 AM
FALSE,12:09:19 PM
TRUE,12:22:04 PM
TRUE,6:14:32 PM
TRUE,6:57:15 PM
TRUE,8:11:10 PM
FALSE,8:13:29 PM
TRUE,8:14:26 PM
TRUE,8:16:15 PM
TRUE,2:34:30 PM
TRUE,5:00:21 PM
FALSE,5:08:54 PM
TRUE,5:23:35 PM
TRUE,3:05:24 PM
TRUE,9:42:45 PM
FALSE,9:53:10 PM
FALSE,12:35:29 AM
TRUE,1:14:51 AM
TRUE,1:30:35 AM
FALSE,4:03:24 PM
TRUE,6:33:55 PM
TRUE,1:40:00 PM
TRUE,2:51:09 PM
FALSE,12:00:09 PM
FALSE,12:02:59 PM
TRUE,12:04:58 PM
TRUE,12:07:18 PM
TRUE,3:07:11 PM
TRUE,11:09:58 PM
TRUE,10:48:17 PM
FALSE,11:31:06 AM
TRUE,11:35:07 AM
TRUE,6:22:15 PM
TRUE,9:13:06 AM
FALSE,4:26:07 PM
TRUE,3:23:53 PM
FALSE,5:01:22 PM
TRUE,1:53:05 PM
TRUE,2:06:33 PM
FALSE,2:30:11 PM
TRUE,3:28:57 PM
TRUE,6:11:42 PM
TRUE,2:45:38 PM
TRUE,2:53:16 PM
FALSE,3:07:08 PM
TRUE,3:28:19 PM
FALSE,3:37:56 PM
TRUE,4:31:41 PM
TRUE,6:05:56 PM
FALSE,4:42:03 PM
TRUE,5:48:15 PM
TRUE,5:14:04 PM
FALSE,5:48:10 PM
FALSE,5:51:02 PM
TRUE,6:04:25 PM
TRUE,7:00:11 PM
TRUE,5:29:48 PM
TRUE,7:02:26 PM
TRUE,7:37:33 PM
TRUE,8:04:37 PM
TRUE,8:51:14 PM
TRUE,10:18:41 PM
FALSE,12:17:18 AM
TRUE,10:01:55 AM
TRUE,1:03:20 PM
TRUE,1:59:46 PM
TRUE,2:08:14 PM
TRUE,4:49:55 PM
TRUE,2:28:50 PM
FALSE,5:18:02 PM
TRUE,3:50:37 PM
TRUE,4:41:49 PM
FALSE,1:59:50 PM
TRUE,7:51:09 PM
TRUE,9:50:32 PM
TRUE,7:44:57 AM
TRUE,7:10:28 PM
TRUE,10:31:00 AM
TRUE,2:01:50 PM
TRUE,10:08:59 AM
FALSE,10:33:17 AM
TRUE,10:53:08 AM
TRUE,5:11:59 PM
TRUE,6:01:30 PM
TRUE,6:22:12 PM
TRUE,6:39:33 PM
TRUE,7:16:20 PM
FALSE,3:53:59 PM
TRUE,8:49:03 PM
TRUE,12:35:01 AM
TRUE,12:50:22 AM
TRUE,4:40:11 PM
TRUE,7:18:58 PM
TRUE,9:45:18 PM
TRUE,4:35:52 PM
TRUE,11:49:01 PM
TRUE,4:52:18 PM
FALSE,5:31:06 PM
TRUE,4:24:08 PM
TRUE,4:33:57 PM
TRUE,6:18:39 PM
TRUE,6:27:24 PM
TRUE,6:42:14 PM
FALSE,6:47:45 PM
TRUE,6:51:32 PM
FALSE,7:00:53 PM
TRUE,12:15:20 PM
TRUE,7:23:04 PM
TRUE,7:36:25 PM
TRUE,9:28:08 PM
FALSE,9:09:06 PM
TRUE,9:21:27 PM
TRUE,10:34:55 PM
TRUE,3:58:09 PM
FALSE,8:47:11 AM
TRUE,6:03:00 PM
TRUE,6:14:53 PM
FALSE,6:24:47 PM
FALSE,9:49:52 AM
TRUE,1:43:00 AM
TRUE,11:40:49 AM
FALSE,12:05:46 PM
TRUE,7:53:57 AM
TRUE,4:31:03 PM
TRUE,5:07:46 PM
TRUE,5:08:10 PM
FALSE,5:13:44 PM
TRUE,5:18:27 PM
TRUE,5:27:32 PM
TRUE,10:40:04 PM
FALSE,1:24:39 PM
TRUE,5:45:20 PM
FALSE,7:06:45 PM
FALSE,7:33:35 PM
TRUE,7:37:49 PM
TRUE,8:09:09 PM
TRUE,7:59:52 PM
TRUE,10:52:29 PM
TRUE,11:27:47 PM
TRUE,1:07:48 AM
TRUE,9:15:27 AM
TRUE,6:57:07 PM
TRUE,9:30:21 AM
TRUE,10:22:28 AM
TRUE,12:16:47 PM
TRUE,12:47:55 PM
TRUE,12:52:46 PM
TRUE,1:03:15 PM
FALSE,3:10:28 PM
TRUE,4:53:56 PM
FALSE,6:46:59 PM
FALSE,8:21:29 PM
TRUE,9:39:27 PM
TRUE,6:27:14 AM
TRUE,6:33:51 AM
TRUE,8:28:42 AM
TRUE,8:45:47 AM
FALSE,11:40:56 AM
TRUE,8:07:56 AM
TRUE,4:51:05 PM
FALSE,6:44:09 PM
TRUE,7:16:25 PM
TRUE,10:21:00 PM
TRUE,8:05:54 PM
TRUE,8:24:28 PM
TRUE,10:49:32 PM
TRUE,8:55:15 PM
TRUE,9:10:45 PM
TRUE,9:14:22 PM
TRUE,9:33:51 PM
TRUE,10:23:02 PM
TRUE,9:13:00 PM
TRUE,12:09:38 PM
TRUE,1:19:42 PM
TRUE,10:54:11 PM
FALSE,11:53:50 PM
FALSE,12:20:36 PM
TRUE,12:25:01 PM
TRUE,12:34:56 PM
TRUE,12:49:04 PM
TRUE,12:03:30 PM
FALSE,1:32:40 PM
TRUE,1:40:56 PM
TRUE,1:44:06 PM
TRUE,1:56:40 PM
TRUE,2:01:38 PM
TRUE,2:03:02 PM
TRUE,2:15:44 PM
TRUE,2:40:46 PM
TRUE,3:18:24 PM
FALSE,3:20:34 PM
TRUE,3:32:45 PM
TRUE,3:55:00 PM
FALSE,6:10:28 PM
TRUE,6:24:19 PM
FALSE,6:30:15 PM
TRUE,9:00:44 PM
TRUE,7:16:44 PM
TRUE,8:18:08 PM
TRUE,9:24:36 PM
TRUE,1:10:46 AM
TRUE,7:52:10 PM
TRUE,7:46:18 PM
TRUE,3:57:43 PM
TRUE,4:27:08 PM
TRUE,7:07:55 PM
TRUE,7:09:40 PM
FALSE,7:46:34 PM
TRUE,8:59:44 PM
TRUE,10:30:39 PM
TRUE,12:52:40 PM
TRUE,11:57:16 PM
TRUE,11:51:15 AM
FALSE,12:55:48 PM
TRUE,6:46:51 PM
TRUE,6:55:54 PM
FALSE,7:42:48 PM
FALSE,7:37:29 PM
TRUE,8:14:36 PM
TRUE,8:41:33 PM
TRUE,8:45:37 PM
TRUE,8:50:18 PM
TRUE,9:03:26 PM
TRUE,10:14:46 PM
FALSE,10:23:43 PM
TRUE,10:27:55 PM
TRUE,12:31:06 AM
TRUE,7:29:43 AM
TRUE,8:20:50 AM
FALSE,10:37:47 AM
TRUE,8:23:34 PM
FALSE,10:24:44 AM
TRUE,10:35:15 AM
FALSE,10:56:19 AM
FALSE,11:17:17 AM
FALSE,11:28:37 AM
TRUE,9:41:01 PM
TRUE,2:40:00 PM
FALSE,3:00:11 PM
TRUE,3:05:43 PM
TRUE,6:43:18 PM
TRUE,3:17:50 PM
TRUE,3:19:47 PM
FALSE,3:21:00 PM
FALSE,3:22:08 PM
TRUE,3:36:21 PM
TRUE,4:51:40 PM
FALSE,4:59:35 PM
TRUE,5:21:24 PM
TRUE,5:22:55 PM
TRUE,5:25:38 PM
FALSE,5:33:40 PM
TRUE,6:34:22 PM
TRUE,6:36:47 PM
TRUE,11:48:49 AM
TRUE,6:59:21 PM
FALSE,6:58:46 PM
TRUE,7:20:30 PM
FALSE,7:32:14 PM
TRUE,7:35:16 PM
TRUE,7:46:51 PM
TRUE,9:20:36 PM
TRUE,10:15:37 PM
TRUE,9:42:25 PM
FALSE,10:27:00 PM
TRUE,10:03:10 PM
TRUE,7:30:37 AM
TRUE,10:35:51 AM
TRUE,5:21:03 PM
TRUE,7:40:28 PM
TRUE,8:10:39 PM
TRUE,9:32:20 PM
FALSE,1:25:17 PM
FALSE,1:40:19 PM
TRUE,2:03:59 PM
TRUE,6:05:30 PM
TRUE,6:07:26 PM
TRUE,4:52:40 PM
FALSE,5:03:22 PM
TRUE,5:07:39 PM
FALSE,5:50:37 PM
TRUE,5:53:32 PM
TRUE,6:39:36 PM
TRUE,8:13:13 PM
TRUE,8:15:10 PM
TRUE,8:51:44 PM
TRUE,1:11:54 PM
TRUE,10:23:24 PM
TRUE,10:48:21 PM
TRUE,11:13:53 PM
TRUE,11:25:36 PM
FALSE,9:11:27 AM
TRUE,9:14:21 AM
TRUE,11:33:21 AM
TRUE,11:17:35 AM
TRUE,8:44:31 PM
TRUE,4:37:24 PM
FALSE,6:08:48 PM
FALSE,6:10:07 PM
TRUE,5:39:54 PM
FALSE,6:35:20 PM
FALSE,8:47:44 PM
TRUE,9:51:02 PM
FALSE,10:51:02 PM
TRUE,12:45:01 AM
TRUE,6:19:17 AM
FALSE,2:46:44 PM
TRUE,4:37:32 PM
FALSE,6:46:12 PM
TRUE,11:35:54 PM
TRUE,7:46:04 AM
FALSE,2:30:19 PM
TRUE,5:01:18 PM
FALSE,5:58:55 PM
TRUE,7:09:49 PM
TRUE,1:46:59 PM
TRUE,10:38:34 PM
FALSE,10:45:55 PM
TRUE,1:05:20 AM
FALSE,1:08:10 AM
TRUE,12:12:22 PM
FALSE,12:17:54 PM
FALSE,2:14:23 PM
FALSE,5:08:57 PM
FALSE,6:21:12 PM
TRUE,6:46:07 PM
TRUE,7:02:10 PM
TRUE,8:26:54 PM
TRUE,9:35:25 PM
TRUE,8:55:01 PM
TRUE,11:02:26 PM
TRUE,2:14:39 PM
TRUE,9:52:17 AM
TRUE,10:41:48 AM
TRUE,9:20:01 AM
TRUE,9:29:21 AM
TRUE,8:18:36 PM
TRUE,11:27:57 PM
FALSE,11:41:25 AM
TRUE,1:12:20 PM
TRUE,1:25:23 PM
FALSE,6:56:22 PM
TRUE,3:21:22 PM
TRUE,7:09:14 PM
TRUE,7:48:39 PM
TRUE,9:28:00 PM
TRUE,11:06:05 PM
TRUE,10:07:54 AM
TRUE,10:11:45 AM
FALSE,7:43:24 PM
FALSE,8:09:31 PM
FALSE,8:14:24 PM
FALSE,8:15:04 PM
FALSE,8:17:49 PM
FALSE,8:18:43 PM
TRUE,8:54:44 PM
TRUE,8:57:08 PM
TRUE,9:35:30 PM
